date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:38	58586/58586	---MC-	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:36%20GMT	https://mis.utb.ac.rw/application_ug.php	C:/My%20Web%20Sites/UTB/mis.utb.ac.rw/application_ug.html	(from https://www.utb.ac.rw/)
10:46:40	73798/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:39%20GMT	https://www.utb.ac.rw/policies/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/policies/index.html	(from https://www.utb.ac.rw/)
10:46:40	72124/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:33%20GMT	https://www.utb.ac.rw/management/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/management/index.html	(from https://www.utb.ac.rw/)
10:46:40	79880/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:33%20GMT	https://www.utb.ac.rw/all-course-2/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/all-course-2/index.html	(from https://www.utb.ac.rw/)
10:46:40	20637/20637	---MC-	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:39%20GMT	https://mis.utb.ac.rw/login.php	C:/My%20Web%20Sites/UTB/mis.utb.ac.rw/login.html	(from https://www.utb.ac.rw/)
10:46:40	64670/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:36%20GMT	https://www.utb.ac.rw/make-a-pay/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/make-a-pay/index.html	(from https://www.utb.ac.rw/)
10:46:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20May%202023%2008:46:41%20GMT	http://www.utb.ac.rw/wp-content/uploads/2023/01/vlcsnap-2023-01-31-10h01m41s984.png	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2023/01/vlcsnap-2023-01-31-10h01m41s984.32.delayed	(from https://www.utb.ac.rw/)
10:46:45	62774/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:37%20GMT	https://www.utb.ac.rw/research-projects/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/research-projects/index.html	(from https://www.utb.ac.rw/)
10:46:45	68478/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	https://www.utb.ac.rw/research-excellence-framework/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/research-excellence-framework/index.html	(from https://www.utb.ac.rw/)
10:46:45	63733/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:36%20GMT	https://www.utb.ac.rw/research-areas/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/research-areas/index.html	(from https://www.utb.ac.rw/)
10:46:46	72183/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	https://www.utb.ac.rw/scholarships/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/scholarships/index.html	(from https://www.utb.ac.rw/)
10:46:46	64086/-1	---M--	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	https://www.utb.ac.rw/scientific-review/	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/scientific-review/index.html	(from https://www.utb.ac.rw/)
10:46:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	http://www.utb.ac.rw/wp-content/uploads/2014/10/150-1-2.jpg	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2014/10/150-1-2.34.delayed	(from https://www.utb.ac.rw/)
10:46:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20May%202023%2008:46:46%20GMT	https://outlook.office.com/	C:/My%20Web%20Sites/UTB/outlook.office.com/index.html	(from https://www.utb.ac.rw/)
10:46:48	52245/52245	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:47%20GMT	https://elearning.utb.ac.rw/	C:/My%20Web%20Sites/UTB/elearning.utb.ac.rw/index.html	(from https://www.utb.ac.rw/)
10:46:48	64976/64976	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	https://utb.ac.rw/library/	C:/My%20Web%20Sites/UTB/utb.ac.rw/library/index.html	(from https://www.utb.ac.rw/)
10:46:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20May%202023%2008:46:43%20GMT	http://www.utb.ac.rw/wp-content/uploads/2014/10/300-1.jpg	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2014/10/300-1.36.delayed	(from https://www.utb.ac.rw/)
10:46:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20May%202023%2008:46:46%20GMT	http://www.utb.ac.rw/wp-content/uploads/2014/10/300-.jpg	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2014/10/300-.38.delayed	(from https://www.utb.ac.rw/)
10:46:52	570669/570669	---M--	200	added ('OK')	image/jpeg	etag:%228b52d-5ec17fe92f4c0%22	https://www.utb.ac.rw/wp-content/uploads/2014/10/150-1-2.jpg	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2014/10/150-1-2.jpg	(from https://www.utb.ac.rw/)
10:46:53	1727170/1727170	---M--	200	added ('OK')	image/png	etag:%221a5ac2-5f38b62a1a87a%22	https://www.utb.ac.rw/wp-content/uploads/2023/01/vlcsnap-2023-01-31-10h01m41s984.png	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2023/01/vlcsnap-2023-01-31-10h01m41s984.png	(from https://www.utb.ac.rw/)
10:46:53	372242/372242	---M--	200	added ('OK')	image/jpeg	etag:%225ae12-5ec17fe92f4c0%22	https://www.utb.ac.rw/wp-content/uploads/2014/10/300-1.jpg	C:/My%20Web%20Sites/UTB/www.utb.ac.rw/wp-content/uploads/2014/10/300-1.jpg	(from https://www.utb.ac.rw/)
